company;reviewId;reviewEditCode;jobDescription;reviewBody;reaction1;reaction2;reaction3;reaction4;country
Mojang;6f700c4e;4cef8a38;Senior UX Designer;"Elit fugiat sunt nisi. Sunt commodo aute eu laborum qui incididunt fugiat. Eu quis exercitation proident aliquip aute mollit. Voluptate sit culpa non et laboris nulla sit. Cupidatat do proident qui laborum veniam, qui laborum in sed, nisi fugiat ex cillum consectetur officia culpa mollit. Cupidatat non amet eiusmod ea cupidatat adipiscing, ad sed in mollit aute eu dolor. Est ullamco voluptate laborum nostrud. Elit laboris sit aute eiusmod. Labore culpa incididunt magna quis laborum cillum.
Laboris ad aute magna esse qui culpa. Tempor consequat pariatur id laboris nulla consequat aliqua, dolore eiusmod est sed. Id aliqua laborum amet laboris cupidatat, duis dolore laboris sint irure minim incididunt. Ex sint tempor incididunt elit et proident. Aliqua ad occaecat commodo magna sint. Ut anim id excepteur. Id non quis laboris cillum tempor, duis anim consequat deserunt sed aliqua, ut incididunt qui lorem duis aute cupidatat. Minim incididunt esse consequat irure.";1;5;2;0;de
Netflix;111a62c2;ebf29bf4;Senior Mobile Developer;Proident voluptate voluptate sit esse aliquip labore. Mollit mollit sint sit. Laborum eiusmod fugiat fugiat aliquip. Id et mollit dolore dolore dolore nisi ipsum. Amet aliqua ut voluptate duis tempor, ad aute aliqua aute aute ex. Id est minim et voluptate officia nulla, lorem nostrud laboris deserunt elit ad ex est. Commodo ut elit enim. Non pariatur consectetur sunt tempor reprehenderit, tempor dolor anim duis aute pariatur. Anim reprehenderit commodo cillum aute est. Eiusmod quis incididunt sit culpa, deserunt excepteur ea minim ex.;7;0;0;0;es
Apple;01d3eb8e;aa6d8ea1;Principal Cloud Engineer;"Velit quis incididunt sunt. Cillum amet ut nostrud nulla consectetur. Nulla pariatur minim labore labore et. Eu irure sit eu ex. Ullamco enim laborum velit.
Sunt pariatur sed deserunt. Sed laboris pariatur tempor quis irure laboris. Ad exercitation nulla qui. Aliquip sed duis proident eiusmod reprehenderit do, do qui nulla anim consequat ex et. Veniam enim officia ea. Sed minim do sit aliqua nisi velit cillum. Minim nisi mollit duis laborum adipiscing, consectetur excepteur labore exercitation excepteur, in cillum esse non reprehenderit do.";8;7;2;0;jp
Netflix;d48b6fa2;a8d92b9b;Senior QA Developer;Ullamco exercitation dolor duis ipsum lorem cupidatat, commodo fugiat magna commodo pariatur tempor culpa. Ut quis occaecat excepteur enim ullamco proident, nostrud amet ipsum exercitation proident pariatur, sed fugiat qui commodo tempor anim exercitation. Commodo incididunt ex tempor, lorem excepteur commodo esse. Ullamco in amet cupidatat non fugiat esse, in reprehenderit culpa velit laboris eiusmod cillum. Ea ex mollit eiusmod excepteur consequat consectetur. Officia aliqua irure consequat tempor reprehenderit excepteur pariatur, ullamco ex ipsum est. Qui nulla nisi deserunt sunt ex mollit. Proident laborum ipsum duis sed cupidatat, duis ea ea voluptate laborum id.;0;0;0;0;ru
Netflix;dd0eb4f7;370e36c3;Junior Cloud Engineer;Laborum dolore veniam excepteur nostrud et exercitation. Laborum commodo culpa ea consectetur qui dolore, amet tempor id dolor pariatur veniam duis. Cupidatat nulla eiusmod anim proident ipsum. Laboris eiusmod magna elit deserunt, commodo cillum deserunt in. Commodo ipsum fugiat quis anim, duis velit qui exercitation esse deserunt dolore reprehenderit. Consectetur cupidatat exercitation id incididunt excepteur ex. Laborum tempor adipiscing aute mollit est do, qui mollit ea pariatur officia amet.;10;0;2;0;es
King;e2d098bc;3982768d;Junior Mobile Developer;"Ipsum sed ipsum nisi elit ad ipsum, pariatur ut minim sunt sunt eiusmod aliqua deserunt. Est aliquip ipsum nostrud veniam eiusmod dolor magna, dolor dolor aliquip veniam enim. Anim quis sed laborum laborum reprehenderit irure cupidatat, occaecat pariatur occaecat nisi ex, nisi aliquip est ex incididunt ullamco duis pariatur. Dolor nisi commodo ullamco occaecat, elit laborum ipsum duis ex. Qui qui fugiat fugiat voluptate aliquip mollit. Nulla do ex sint anim duis velit cupidatat.
Mollit ullamco commodo sunt laboris nulla. Aute amet pariatur aliquip ullamco cillum. Cillum pariatur laborum eiusmod esse sit adipiscing, minim exercitation sit officia do ad est. Irure quis labore dolore culpa consectetur ut sed. Laboris aute culpa deserunt sed tempor. Nisi deserunt ex culpa sit minim et. Sit minim eiusmod deserunt non ut irure. Ut ullamco ipsum cillum, laborum velit duis quis aute voluptate mollit tempor.";0;0;0;0;da
Netflix;be2d90b6;ad9de0c8;Lead DevOps Engineer;"Veniam quis anim ex, aliqua ad incididunt cupidatat sunt est. Aliquip velit nostrud sed aliqua non. Reprehenderit sunt occaecat nulla quis duis. Dolor nulla dolore officia occaecat exercitation, commodo deserunt sint id irure labore. Commodo consectetur lorem ex. Excepteur magna dolor consectetur laborum ullamco, velit nisi incididunt voluptate fugiat nisi occaecat deserunt.
In quis ex deserunt ipsum aliquip elit enim. Non commodo lorem velit sit. Cupidatat in tempor laboris ex dolore enim consectetur. Est veniam consectetur et, sit velit amet non amet dolore culpa. Culpa voluptate ea ad tempor dolore ea. Quis commodo non ex minim, cillum deserunt sunt commodo adipiscing incididunt occaecat veniam. Sed qui fugiat non aliquip aliqua labore sint. Sint qui laboris ad nisi, laboris adipiscing deserunt velit. Ipsum laborum aliqua excepteur nisi qui cillum pariatur, culpa excepteur proident aliquip. Sunt non duis esse do.
Mollit cupidatat in adipiscing irure. Excepteur est non ea non. Duis ea duis labore et voluptate pariatur amet. Ea minim pariatur ut adipiscing adipiscing ad excepteur. Fugiat sed ut ea proident eu sed fugiat. Duis occaecat adipiscing eiusmod nostrud aute, nostrud qui labore occaecat. Id id laboris sit exercitation veniam consectetur adipiscing. Non veniam voluptate duis cupidatat. Non officia minim culpa magna amet eiusmod voluptate. Velit tempor quis anim adipiscing.";0;0;0;0;da
Mojang;325b4651;52108e9e;Lead Front-End Developer;"Voluptate sed ullamco officia amet pariatur aute. Proident elit nulla eiusmod consequat nisi qui reprehenderit. Excepteur occaecat irure non tempor lorem. Laboris ex proident id. Duis mollit incididunt qui do ea.
In cillum incididunt eiusmod, incididunt reprehenderit velit anim eu. Anim veniam culpa pariatur esse nisi aliqua fugiat. Aliqua quis do sunt nulla in. Dolor veniam ipsum esse minim exercitation ut culpa. Ex nostrud voluptate officia cillum ex adipiscing tempor, non officia adipiscing culpa sed ipsum amet sunt. Duis in adipiscing exercitation, officia fugiat deserunt consectetur aliqua in. Et id laboris excepteur. Incididunt lorem aute laborum laboris aliqua esse, irure dolor ex exercitation non, excepteur ad ullamco voluptate consequat duis officia elit.";18;0;1;1;jp
Facebook;4f48244e;e775e783;Mid-level Front-End Developer;Est tempor elit anim reprehenderit aliqua. Ullamco occaecat ipsum adipiscing pariatur labore lorem reprehenderit. Sint enim irure occaecat anim tempor sint. Nisi aute qui labore mollit culpa fugiat. Officia occaecat pariatur aliqua tempor, mollit cillum ea amet, velit tempor do in occaecat voluptate. Qui veniam ipsum id laborum, ad sunt duis aliquip amet eiusmod quis eu, do ex aliquip anim veniam.;3;6;1;1;us
Facebook;00c362b9;2a6b76bf;Lead DevOps Engineer;"Magna aute laboris ut aliqua anim commodo sint, proident veniam fugiat pariatur do. Consectetur laboris labore sint. Enim sed ullamco veniam. Ut deserunt amet et id ex aute. Consequat laboris duis irure dolore. Aute laborum deserunt consectetur est, sit dolore enim dolor qui sed.
Enim aliquip ullamco enim eu. Magna minim qui consectetur reprehenderit irure eiusmod minim. Nulla labore id reprehenderit exercitation. Ex occaecat tempor consectetur. Ipsum non commodo ex, mollit deserunt dolore commodo in cupidatat.
Ut est cupidatat duis officia. Quis sit voluptate culpa in. Officia ea mollit fugiat consectetur amet, veniam cillum eu tempor ex sunt fugiat ea, occaecat irure aliquip eu consectetur veniam aute exercitation. Et aliquip est minim enim exercitation tempor. Qui sed ea sint. Proident in occaecat aute aute lorem sed. Elit ipsum nostrud exercitation eu, mollit et ullamco esse. Pariatur adipiscing cupidatat ea eiusmod laboris cupidatat cillum. Est deserunt cillum eiusmod do qui in dolore, magna in culpa veniam nulla. Excepteur magna sit in eu ad labore, in irure in est id quis pariatur, minim cillum commodo proident voluptate fugiat nisi.";10;1;5;2;uk
Mojang;16759282;3c650c8b;Senior Cloud Engineer;Pariatur excepteur eiusmod magna. Excepteur ad officia mollit labore minim, est sit nisi occaecat culpa ea duis fugiat. Id minim esse consectetur aliqua. Amet sed cupidatat mollit proident, mollit occaecat excepteur in amet dolore exercitation sed. Pariatur reprehenderit quis ut qui dolore, ex sint id reprehenderit nulla aliquip excepteur qui, sint laborum eu anim. Deserunt eiusmod cupidatat magna amet. Magna nostrud voluptate qui exercitation aute, consequat ad ex velit ea consectetur. Fugiat adipiscing aute ex aute elit eu duis.;1;0;0;0;cn
iZettle;8a2e0ea7;0437ec6f;Mid-level HR Officer;"Adipiscing aliqua ad tempor. Minim ad labore id non. Non dolor qui elit ullamco et enim aliqua, sint ut reprehenderit est sunt ullamco nulla, laborum mollit ut in dolore dolor. Lorem lorem veniam laboris. Duis exercitation ex mollit nulla commodo anim do. Quis culpa exercitation tempor deserunt, sunt aliqua quis ex sed velit.
Enim fugiat ut tempor. Est dolore anim cupidatat, sunt cillum velit cillum voluptate. Adipiscing incididunt sed et id et. Irure cupidatat ad sint duis ad mollit aliquip. Mollit ad ipsum adipiscing culpa et ea, excepteur laboris laboris laborum quis tempor qui consectetur. Fugiat anim occaecat irure id exercitation qui, anim minim enim adipiscing laboris fugiat magna esse. In sint consectetur id dolore mollit ad, est exercitation officia exercitation. Nostrud duis ut pariatur proident consectetur. Sint sed anim reprehenderit deserunt voluptate aliquip.";2;0;0;0;fi
Netflix;cc1a022c;7ba45f4e;Junior DevOps Engineer;"Consectetur in consequat pariatur, culpa duis officia consectetur, consectetur irure occaecat elit. Nulla non do tempor, est non labore ullamco sed sunt ad voluptate, exercitation dolor sunt dolor nisi mollit excepteur dolore. Do officia fugiat laborum excepteur laborum anim, est sint officia sunt. Sit pariatur veniam adipiscing incididunt amet labore, eiusmod reprehenderit deserunt ullamco tempor aute cupidatat aute. Aliqua eiusmod sunt aute labore. Reprehenderit officia commodo ad officia, eu enim id ullamco, laborum aute nulla enim reprehenderit. Id eu voluptate mollit. Magna do veniam do. Aute do esse do commodo, nulla dolor ullamco do excepteur eu id, ad aute nisi tempor aute esse laborum mollit. Laboris ipsum sunt veniam.
Quis consectetur laboris incididunt reprehenderit aliquip lorem minim. Aliqua labore aliquip ullamco elit enim eu. Tempor in proident exercitation fugiat. Nostrud eiusmod qui aute in exercitation, deserunt sed ea irure incididunt elit ad. Do aliqua commodo consequat ullamco occaecat est cupidatat. Minim pariatur reprehenderit adipiscing proident nisi. Mollit voluptate laborum laborum amet ut commodo. Velit dolor amet nisi nostrud duis anim laborum. Minim adipiscing ad aliqua enim non quis, voluptate anim non minim. Amet qui culpa aliqua.";6;0;1;0;no
King;b310e392;3df16bd1;Senior DevOps Engineer;Occaecat aliqua adipiscing ut, proident incididunt irure reprehenderit veniam irure. Adipiscing incididunt culpa duis esse dolore. In occaecat velit sed nostrud proident dolore occaecat. Eu et id sit. Proident voluptate commodo labore lorem, aliqua veniam nulla id exercitation voluptate ex, aute dolor magna proident nostrud incididunt consectetur minim. In ad id aliquip reprehenderit veniam ea.;0;0;0;0;se
Netflix;b8791bfd;1439590e;Senior DevOps Engineer;"Reprehenderit eiusmod elit officia adipiscing tempor lorem cupidatat. Velit laboris mollit sit do cupidatat, cupidatat cillum reprehenderit non esse adipiscing tempor, qui incididunt consectetur eiusmod. Id velit incididunt minim ullamco excepteur. Cupidatat adipiscing mollit adipiscing ex non deserunt. Exercitation tempor voluptate cupidatat dolor enim ex, ut enim elit velit ipsum nostrud fugiat, minim velit est laborum laborum. Sint aliqua enim occaecat anim duis. Aliquip pariatur veniam esse deserunt magna. Deserunt dolor nulla aute magna eu magna incididunt. Adipiscing culpa adipiscing est voluptate consequat. Nisi amet ipsum laborum veniam, irure commodo nostrud est enim dolore voluptate amet.
Lorem mollit excepteur aliqua sunt lorem sint. Id eiusmod sint aliquip. Cillum sint do non in. Aute laboris veniam cillum fugiat duis. Eu eiusmod do aliquip non in qui laboris. Exercitation ipsum mollit labore, duis deserunt nostrud labore. Lorem exercitation culpa nulla, qui irure laboris magna mollit irure.";6;2;1;1;es
Spotify;7c1d8d07;37873dae;Junior Front-End Developer;"Mollit minim occaecat reprehenderit nulla, cillum laborum proident consectetur consequat adipiscing. Officia ex quis laborum tempor eu mollit, dolore sint nisi ipsum. Velit incididunt duis ad sunt sint quis. Est nulla nisi anim aute velit nostrud. Ex consectetur cillum nisi ad laboris nisi.
Officia ex qui consequat lorem reprehenderit. Cillum ullamco laboris officia tempor minim ut. Consequat consectetur pariatur consectetur. Ipsum cupidatat labore non ad. Ipsum eu occaecat qui consequat, ad ut enim eiusmod ex dolor, sit labore pariatur sed labore esse velit nulla.";0;1;1;1;it
Netflix;3c9a5a2a;83f43bfd;Senior Front-End Developer;"Commodo amet exercitation proident pariatur lorem, reprehenderit sint enim esse labore sint aliquip fugiat. Consectetur est ex proident do irure incididunt, nulla irure pariatur sunt magna. Proident exercitation non fugiat deserunt eu qui. Eiusmod proident dolore ipsum eu ipsum in proident. In excepteur sed velit nisi magna ipsum. Non labore ex anim labore lorem. Id aliqua qui sit pariatur. Qui dolor nisi cupidatat enim ea sit.
Ex cillum ad ut aliqua cillum. Amet sunt voluptate occaecat, velit cupidatat adipiscing ullamco excepteur adipiscing. Est mollit veniam dolore excepteur ipsum eiusmod. Consequat aute fugiat laboris culpa dolor, ea nostrud cillum aliquip velit commodo consequat dolore. Nisi dolore lorem excepteur. Eu in in ullamco id exercitation non. In non velit esse id tempor occaecat. Ut nulla incididunt culpa aliquip esse. Consequat sed enim eu occaecat ipsum eu, amet voluptate eiusmod deserunt ad, cillum et id sed dolore dolor esse id.
Aute et irure laboris ipsum eiusmod et. Velit ex laborum ad, et dolore lorem adipiscing fugiat pariatur. Eiusmod occaecat cupidatat et non velit sit irure. Laboris consectetur tempor laboris lorem aliquip duis, sit sit magna sed mollit cupidatat mollit. Consequat non qui sunt labore adipiscing laborum anim. Ullamco eu aute id.";14;1;0;2;fr
Klarna;0f3cab98;b1ff4aec;Senior DevOps Engineer;"Dolor proident ea enim velit. Voluptate esse nulla laboris reprehenderit. Elit tempor consectetur consectetur consectetur occaecat do elit. Et duis adipiscing sed aliquip irure sit, non ipsum deserunt sunt aliquip fugiat qui. Eu voluptate irure sed minim.
Sint adipiscing officia quis. Sit ex officia tempor quis, eiusmod ad enim et non veniam proident. Labore enim fugiat lorem proident elit magna pariatur. Et ea aliquip minim quis. Sed cillum cillum et nulla consectetur fugiat mollit. Cupidatat commodo pariatur eiusmod. Aute labore sint proident ipsum duis deserunt. Culpa aliqua cupidatat elit. Est sit ea do, ut est duis enim. Magna quis id nulla aliquip voluptate cillum exercitation.";0;5;0;0;de
Facebook;9c36b06c;e02bd786;Mid-level Mobile Developer;"Exercitation id occaecat duis, aliquip adipiscing magna laboris est eiusmod qui, minim commodo exercitation in sunt. Esse ullamco elit proident duis adipiscing est. Voluptate velit do ullamco lorem quis ut. Occaecat sit do et, labore et lorem minim ex ex. Fugiat est nostrud laboris. Minim id sit est tempor ea, lorem sed exercitation tempor, irure veniam ut ut esse. Eu consectetur lorem voluptate non ea, voluptate aute lorem proident incididunt laboris magna. Voluptate labore proident dolore. Excepteur consequat ullamco qui.
Mollit adipiscing labore elit laborum voluptate, dolor labore labore enim lorem. Consectetur consequat est ullamco deserunt aute ex. Amet consectetur non labore. Magna proident enim esse duis. Reprehenderit voluptate excepteur sint mollit duis cillum sed, cupidatat proident dolor occaecat. Sunt tempor exercitation sint exercitation irure. Velit esse ipsum amet.";6;0;0;2;cn
